,cut,color,clarity,depth,table,x,y,z,carat,price
5887,1,6,1,63.7,60.0,6.28,6.35,4.02,1.03,3929
5888,4,9,2,59.2,62.0,6.47,6.5,3.84,1.0,3929
5889,4,4,3,60.9,57.0,6.01,6.05,3.67,0.8,3930
5890,0,5,3,64.7,54.0,6.09,6.03,3.92,0.9,3931
5891,3,8,5,58.3,60.0,6.32,6.28,3.67,0.9,3931
5892,1,6,2,57.8,58.0,6.42,6.38,3.7,0.9,3931
5893,4,6,2,61.6,57.0,6.24,6.17,3.82,0.9,3931
5894,0,3,3,57.5,66.0,6.3,6.25,3.61,0.9,3931
5895,4,9,2,61.1,57.0,6.57,6.52,4.0,1.04,3931
5896,3,6,2,61.0,59.0,6.29,6.17,3.8,0.9,3931
5897,4,6,2,62.2,56.0,6.2,6.14,3.84,0.9,3931
5898,3,5,1,59.9,58.0,6.75,6.66,4.01,1.08,3931
5899,4,8,1,62.5,56.0,6.8,6.7,4.22,1.2,3931
5900,1,3,1,64.0,59.0,6.28,6.34,4.04,1.01,3932
5901,3,8,6,62.4,59.0,6.17,6.14,3.84,0.92,3932
5902,4,9,1,61.3,57.0,6.55,6.6,4.03,1.06,3932
5903,3,7,3,62.6,58.0,6.14,6.19,3.86,0.9,3933
5904,2,6,2,62.5,57.8,6.15,6.28,3.87,0.93,3933
5905,4,3,2,61.5,53.0,6.09,6.07,3.74,0.83,3933
5906,1,4,2,60.8,65.0,6.14,6.17,3.74,0.9,3933
5907,4,5,4,61.5,55.0,6.01,5.96,3.68,0.81,3933
5908,4,4,2,61.9,56.0,5.97,6.02,3.71,0.81,3935
5909,4,6,1,62.3,55.0,6.54,6.49,4.06,1.06,3936
5910,2,5,2,61.4,58.0,6.19,6.23,3.81,0.91,3936
5911,2,4,1,62.4,58.0,6.11,6.14,3.82,0.91,3936
5912,3,5,2,61.7,62.0,6.19,6.13,3.8,0.9,3936
5913,4,6,3,62.0,55.0,6.07,6.09,3.77,0.84,3936
5914,1,3,1,59.0,58.0,6.31,6.36,3.74,0.92,3936
5915,4,9,5,62.1,57.0,6.46,6.43,4.0,1.02,3936
5916,3,4,6,61.8,56.0,5.71,5.68,3.52,0.71,3936
5917,4,3,4,60.9,55.0,5.83,5.86,3.56,0.73,3937
5918,3,7,3,60.3,61.0,6.39,6.25,3.81,0.93,3937
5919,2,5,1,62.6,57.0,6.25,6.27,3.92,0.94,3938
5920,1,7,1,58.2,60.0,6.49,6.57,3.8,1.02,3940
5921,1,6,1,57.4,60.0,6.63,6.53,3.78,1.0,3941
5922,1,6,1,64.0,55.0,6.3,6.26,4.02,1.0,3941
5923,4,5,1,61.9,57.0,6.21,6.25,3.86,0.93,3941
5924,4,4,1,62.1,57.0,6.26,6.2,3.87,0.92,3941
5925,3,4,1,62.1,58.0,6.22,6.18,3.85,0.92,3941
5926,3,4,1,61.7,59.0,6.27,6.18,3.84,0.92,3941
5927,4,4,1,62.1,53.0,6.25,6.22,3.87,0.92,3941
5928,4,4,1,62.2,56.0,6.24,6.2,3.87,0.92,3941
5929,3,4,0,61.0,59.0,6.7,6.74,4.1,1.12,3942
5930,3,8,2,59.4,61.0,7.11,7.04,4.2,1.28,3942
5931,4,4,0,61.9,56.0,6.63,6.59,4.09,1.1,3942
5932,3,3,1,61.0,61.0,6.24,6.16,3.78,0.91,3943
5933,3,8,2,61.6,58.0,6.45,6.51,3.99,1.01,3944
5934,0,3,2,66.1,55.0,5.98,5.92,3.93,0.9,3945
5935,4,5,1,62.7,57.0,6.37,6.43,4.01,1.01,3945
5936,2,5,1,60.8,63.0,6.32,6.38,3.86,1.01,3945
5937,2,5,1,62.5,61.0,6.33,6.37,3.97,1.01,3945
5938,2,6,2,62.9,56.0,6.11,6.17,3.86,0.9,3945
5939,4,6,1,62.0,58.0,6.3,6.34,3.92,0.96,3945
5940,1,4,2,62.6,62.0,6.15,6.18,3.86,0.9,3945
5941,3,7,2,61.8,58.0,6.47,6.41,3.98,1.03,3945
5942,4,6,0,60.3,57.0,6.8,6.73,4.08,1.12,3945
5943,1,8,5,62.9,61.0,6.1,6.14,3.85,0.9,3946
5944,1,8,3,58.2,60.0,6.41,6.48,3.75,0.93,3946
5945,2,4,1,63.6,59.0,6.23,6.28,3.98,1.02,3947
5946,4,4,4,61.1,57.0,5.78,5.81,3.54,0.72,3947
5947,2,5,5,61.5,55.1,5.82,5.85,3.59,0.74,3948
5948,3,8,3,62.2,56.0,6.34,6.29,3.94,0.97,3948
5949,4,7,3,62.0,56.0,5.86,5.88,3.64,0.76,3948
5950,1,4,3,63.7,58.0,6.06,6.09,3.87,0.9,3948
5951,1,6,1,61.1,62.0,6.38,6.48,3.93,1.01,3948
5952,3,3,1,62.4,56.0,6.2,6.17,3.86,0.91,3949
5953,4,6,7,61.3,56.0,5.72,5.73,3.51,0.7,3949
5954,1,6,1,63.8,56.0,6.23,6.31,4.0,1.0,3949
5955,1,5,2,63.1,58.0,6.12,6.18,3.88,0.9,3950
5956,2,5,2,62.5,62.0,6.08,6.11,3.81,0.9,3950
5957,2,5,2,62.6,60.0,6.1,6.14,3.83,0.9,3950
5958,1,5,2,63.3,60.0,6.09,6.11,3.86,0.9,3950
5959,2,5,2,62.0,59.0,6.13,6.17,3.81,0.9,3950
5960,2,5,2,62.6,57.0,6.16,6.2,3.87,0.9,3950
5961,1,5,2,57.5,60.0,6.33,6.37,3.65,0.9,3950
5962,1,5,2,63.6,59.0,6.07,6.12,3.88,0.9,3950
5963,2,5,2,61.7,60.0,6.16,6.22,3.82,0.9,3950
5964,1,5,2,63.2,61.0,6.09,6.13,3.86,0.9,3950
5965,4,5,2,61.8,57.0,6.19,6.21,3.83,0.9,3950
5966,2,5,2,60.4,60.0,6.23,6.29,3.78,0.9,3950
5967,1,5,2,57.6,60.0,6.34,6.37,3.66,0.9,3950
5968,3,3,0,61.8,59.0,6.62,6.74,4.13,1.14,3950
5969,2,5,2,63.7,58.0,6.05,6.1,3.87,0.9,3950
5970,2,5,2,63.4,58.0,6.09,6.12,3.87,0.9,3950
5971,2,5,2,62.5,60.0,6.05,6.11,3.8,0.9,3950
5972,2,5,2,62.3,55.0,6.14,6.18,3.84,0.9,3950
5973,1,3,4,63.7,56.0,5.81,5.77,3.69,0.76,3950
5974,3,5,1,59.7,60.0,6.25,6.22,3.72,0.9,3951
5975,3,4,7,61.3,60.0,5.74,5.71,3.51,0.72,3951
5976,3,9,1,59.6,62.0,6.95,6.9,4.13,1.2,3951
5977,1,9,2,63.7,61.0,6.54,6.5,4.15,1.12,3951
5978,3,5,1,60.6,59.0,6.27,6.21,3.78,0.9,3951
5979,0,8,4,64.0,49.0,6.43,6.39,4.1,1.0,3951
5980,3,4,1,60.9,61.0,6.61,6.55,4.01,1.05,3951
5981,2,6,1,63.1,56.0,6.29,6.22,3.95,0.96,3951
5982,2,5,5,59.2,63.0,5.77,5.86,3.44,0.72,3952
5983,1,5,1,64.0,58.0,6.52,6.58,4.19,1.13,3952
5984,2,9,2,58.9,59.0,6.56,6.62,3.88,1.01,3952
5985,3,3,6,58.8,58.0,5.89,5.81,3.44,0.71,3952
5986,4,5,4,61.6,54.0,5.95,5.99,3.68,0.8,3953
5987,4,8,1,62.4,57.0,6.48,6.46,4.04,1.04,3953
5988,2,5,3,61.3,55.0,5.93,6.01,3.66,0.8,3954
5989,2,5,2,62.5,59.0,6.06,6.13,3.81,0.9,3954
5990,4,8,4,62.4,57.0,6.17,6.21,3.86,0.91,3954
5991,1,5,2,64.7,54.0,6.04,6.08,3.92,0.9,3954
5992,4,9,2,60.7,57.0,6.77,6.83,4.13,1.16,3955
5993,4,6,6,61.1,57.0,5.76,5.8,3.53,0.71,3955
5994,2,8,1,61.2,61.0,6.65,6.69,4.08,1.11,3956
5995,3,9,4,61.8,58.0,6.51,6.41,3.99,1.03,3957
5996,3,3,1,61.2,58.0,6.21,6.25,3.81,0.91,3958
5997,2,7,1,62.6,58.0,6.46,6.52,4.06,1.06,3958
5998,4,4,1,61.9,54.0,6.23,6.18,3.84,0.9,3958
5999,3,7,1,62.8,61.0,6.33,6.25,3.95,1.01,3959
6000,3,7,1,60.6,61.0,6.45,6.38,3.89,1.01,3959
6001,1,7,1,63.9,58.0,6.35,6.32,4.05,1.01,3959
6002,3,7,1,62.5,58.0,6.39,6.35,3.98,1.01,3959
6003,3,8,2,62.7,59.0,6.43,6.36,4.01,1.01,3959
6004,1,3,1,63.6,61.0,6.35,6.33,4.03,1.01,3959
6005,2,7,1,63.4,55.0,6.35,6.29,4.01,1.01,3959
6006,1,8,2,63.6,55.0,6.39,6.31,4.04,1.01,3959
6007,2,6,1,59.8,58.0,6.38,6.42,3.83,0.97,3960
6008,3,8,1,61.6,56.0,6.56,6.49,4.02,1.04,3960
6009,2,6,2,63.6,57.0,6.09,6.12,3.88,0.91,3961
6010,4,3,4,62.4,56.0,5.79,5.84,3.63,0.75,3961
6011,3,4,2,61.9,61.0,6.14,6.11,3.79,0.91,3961
6012,3,3,1,61.9,61.0,6.58,6.54,4.06,1.09,3961
6013,4,3,1,62.2,56.0,6.12,6.16,3.82,0.88,3962
6014,2,5,2,62.7,56.0,6.11,6.17,3.85,0.91,3963
6015,2,4,1,62.0,60.0,6.19,6.22,3.85,0.94,3963
6016,3,7,3,62.3,57.0,6.22,6.13,3.85,0.91,3963
6017,2,7,4,62.6,55.0,6.14,6.19,3.86,0.9,3964
6018,2,7,4,62.7,56.0,6.15,6.2,3.87,0.9,3964
6019,2,8,1,63.4,62.0,6.84,6.69,4.31,1.21,3964
6020,0,6,2,68.3,61.0,6.02,5.93,4.08,1.0,3965
6021,2,4,0,63.3,57.0,6.7,6.64,4.22,1.18,3965
6022,3,4,0,62.5,58.0,6.75,6.62,4.18,1.18,3965
6023,1,3,1,64.3,60.0,6.22,6.19,3.99,1.0,3965
6024,1,3,1,64.3,53.0,6.34,6.29,4.06,1.0,3965
6025,0,6,2,65.2,62.0,6.19,6.08,4.01,1.0,3965
6026,2,3,1,63.2,56.0,6.38,6.33,4.02,1.0,3965
6027,2,3,1,60.8,63.0,6.41,6.36,3.88,1.0,3965
6028,1,6,2,62.2,65.0,6.28,6.22,3.89,1.0,3965
6029,0,3,1,65.0,56.0,6.27,6.23,4.06,1.0,3965
6030,2,4,6,60.0,56.0,4.1,4.14,2.47,0.25,575
6031,2,4,6,60.2,59.0,4.11,4.13,2.48,0.25,575
6032,2,8,4,59.9,62.0,4.48,4.57,2.71,0.33,575
6033,2,4,3,62.1,62.0,4.21,4.26,2.63,0.3,575
6034,4,8,6,62.2,53.0,4.42,4.45,2.76,0.32,575
6035,4,8,6,61.4,56.0,4.42,4.44,2.72,0.32,575
6036,4,5,6,60.9,57.0,4.06,4.09,2.48,0.25,575
6037,4,3,2,62.2,54.0,4.45,4.46,2.77,0.33,575
6038,1,4,6,61.3,61.0,4.04,4.08,2.49,0.25,575
6039,1,5,2,63.7,55.0,4.55,4.59,2.91,0.37,575
6040,2,6,3,61.9,56.0,4.36,4.39,2.71,0.32,576
6041,4,7,2,60.6,57.0,4.44,4.4,2.68,0.32,576
6042,3,4,1,62.4,58.0,4.4,4.35,2.73,0.32,576
6043,4,4,1,62.0,55.0,4.41,4.36,2.72,0.32,576
6044,3,4,1,59.7,60.0,4.45,4.43,2.65,0.32,576
6045,4,4,1,62.7,57.0,4.37,4.34,2.73,0.32,576
6046,4,8,3,60.3,56.0,4.45,4.44,2.68,0.32,576
6047,4,8,3,61.5,56.0,4.41,4.4,2.71,0.32,576
6048,4,8,3,62.2,57.0,4.42,4.39,2.74,0.32,576
6049,3,8,3,62.6,58.0,4.42,4.37,2.75,0.32,576
6050,4,8,3,62.5,55.0,4.39,4.38,2.74,0.32,576
6051,4,8,3,63.0,56.0,4.42,4.38,2.77,0.32,576
6052,4,8,3,61.3,56.0,4.43,4.38,2.7,0.32,576
6053,3,8,3,61.1,57.0,4.42,4.39,2.69,0.32,576
6054,4,8,3,62.5,57.0,4.39,4.35,2.73,0.32,576
6055,4,8,3,62.0,57.0,4.41,4.36,2.72,0.32,576
6056,4,8,3,61.6,56.0,4.39,4.37,2.7,0.32,576
6057,4,8,3,62.5,55.0,4.4,4.37,2.74,0.32,576
6058,4,8,3,62.9,57.0,4.4,4.37,2.76,0.32,576
6059,3,8,3,62.2,59.0,4.37,4.35,2.71,0.32,576
6060,0,3,1,66.5,59.0,6.24,6.21,4.14,1.0,3965
6061,3,7,1,62.1,57.0,6.84,6.69,4.21,1.2,3965
6062,2,6,6,62.7,54.0,5.84,5.89,3.67,0.77,3966
6063,2,6,1,61.8,58.0,6.36,6.39,3.94,1.01,3966
6064,2,6,1,62.1,61.0,6.27,6.38,3.93,1.01,3966
6065,2,6,1,63.0,58.0,6.29,6.34,3.98,1.01,3966
6066,4,4,2,61.9,56.0,6.0,6.02,3.72,0.82,3966
6067,3,3,4,59.4,59.0,6.0,5.96,3.55,0.77,3966
6068,3,4,4,61.7,58.0,5.98,5.95,3.68,0.8,3967
6069,2,4,1,59.4,62.0,6.78,6.83,4.04,1.13,3967
6070,2,5,2,63.5,58.0,6.16,6.12,3.9,0.92,3967
6071,3,5,2,61.8,59.0,6.25,6.21,3.85,0.92,3967
6072,4,7,2,61.1,58.0,6.24,6.19,3.79,0.9,3967
6073,3,8,2,61.6,61.0,6.64,6.57,4.07,1.09,3968
6074,4,4,1,61.5,56.0,6.2,6.23,3.82,0.91,3968
6075,4,4,1,60.8,56.0,6.25,6.29,3.81,0.91,3968
6076,2,4,1,62.8,59.0,6.13,6.16,3.86,0.91,3968
6077,4,3,6,62.2,54.0,5.45,5.48,3.4,0.62,3968
6078,3,8,2,61.9,58.0,6.65,6.58,4.1,1.09,3968
6079,2,3,1,61.3,62.0,6.42,6.46,3.95,1.02,3971
6080,1,7,1,63.5,60.0,6.23,6.31,3.98,1.01,3971
6081,3,8,1,62.1,59.0,6.42,6.39,3.98,1.01,3971
6082,3,8,1,59.4,57.0,6.59,6.57,3.91,1.01,3971
6083,4,4,3,61.4,56.0,5.97,6.02,3.68,0.8,3972
6084,4,7,7,62.4,54.0,5.93,5.99,3.72,0.8,3972
6085,1,8,6,62.4,61.0,6.05,6.09,3.79,0.9,3972
6086,0,7,2,64.6,55.0,6.33,6.28,4.07,1.02,3972
6087,1,4,2,64.0,61.0,6.01,6.06,3.86,0.91,3973
6088,2,5,5,61.3,59.0,5.69,5.73,3.5,0.7,3974
6089,2,5,1,59.6,59.0,6.51,6.54,3.89,1.02,3974
6090,3,5,1,60.2,55.0,6.59,6.53,3.95,1.03,3974
6091,2,7,1,63.1,58.0,6.29,6.36,3.99,1.0,3975
6092,2,3,1,62.2,57.0,6.11,6.15,3.81,0.9,3975
6093,2,3,1,61.2,54.0,6.25,6.29,3.84,0.9,3975
6094,4,4,3,61.5,57.0,6.0,6.06,3.71,0.81,3975
6095,4,8,1,62.4,57.0,6.48,6.54,4.06,1.06,3975
6096,1,7,1,61.6,59.0,6.24,6.29,3.86,0.96,3975
6097,0,5,1,59.3,66.0,6.44,6.51,3.84,1.0,3975
6098,3,6,2,62.2,59.0,6.19,6.15,3.84,0.91,3975
6099,3,6,2,62.6,58.0,6.17,6.14,3.85,0.91,3975
6100,3,6,2,62.8,58.0,6.18,6.15,3.87,0.91,3975
6101,3,6,2,61.8,60.0,6.21,6.18,3.83,0.91,3975
6102,1,6,3,63.2,58.0,6.09,6.16,3.87,0.9,3976
6103,1,3,0,63.7,58.0,6.72,6.79,4.3,1.23,3977
6104,2,5,1,59.6,59.0,6.41,6.47,3.84,0.97,3977
6105,2,5,1,62.0,59.0,6.2,6.1,3.81,0.9,3977
6106,1,6,4,64.5,57.0,6.01,6.08,3.9,0.9,3977
6107,1,5,1,63.7,57.0,6.36,6.32,4.04,1.0,3977
6108,3,5,1,62.4,56.0,6.35,6.31,3.95,1.0,3977
6109,4,4,1,60.7,57.0,6.61,6.59,4.0,1.06,3977
6110,3,8,2,61.9,58.0,6.63,6.61,4.1,1.11,3978
6111,4,4,2,61.8,53.0,6.02,6.05,3.73,0.82,3979
6112,1,7,3,62.7,62.0,6.11,6.21,3.86,0.91,3979
6113,2,8,1,62.8,56.0,6.42,6.38,4.02,1.02,3980
6114,4,3,3,61.6,55.0,5.88,5.91,3.63,0.77,3980
6115,4,3,3,61.5,55.0,5.79,5.82,3.57,0.73,3980
6116,1,9,3,64.3,58.0,6.46,6.44,4.15,1.08,3980
6117,0,9,3,65.1,54.0,6.47,6.44,4.2,1.08,3980
6118,2,6,5,63.5,55.0,5.9,5.94,3.76,0.81,3981
6119,3,6,1,60.6,59.0,6.49,6.41,3.91,1.01,3981
6120,4,9,1,59.0,59.0,6.57,6.61,3.89,1.01,3982
6121,4,8,2,61.9,55.0,6.43,6.46,3.99,1.02,3983
6122,2,5,1,61.1,62.0,6.49,6.54,3.98,1.02,3984
6123,2,3,4,61.3,57.2,6.02,6.11,3.72,0.83,3984
6124,3,6,2,62.2,60.0,6.14,6.07,3.8,0.9,3984
6125,0,9,1,64.6,59.0,6.74,6.64,4.32,1.21,3984
6126,3,7,2,62.9,58.0,6.26,6.21,3.92,0.95,3984
6127,3,4,1,62.9,57.0,6.25,6.19,3.91,0.93,3984
6128,4,7,2,61.3,55.0,6.49,6.44,3.96,1.04,3984
6129,3,5,0,62.2,58.0,6.76,6.72,4.19,1.17,3984
6130,3,9,1,60.8,58.0,6.93,6.88,4.19,1.21,3984
6131,4,7,2,61.6,54.0,6.29,6.33,3.89,0.93,3985
6132,3,8,0,62.6,57.0,7.15,7.1,4.46,1.39,3985
6133,4,6,1,61.6,56.0,6.24,6.22,3.84,0.91,3985
6134,2,6,2,62.5,60.0,6.19,6.26,3.89,0.92,3986
6135,2,4,1,60.5,59.0,6.26,6.34,3.81,0.91,3986
6136,2,8,1,59.1,63.0,6.85,6.82,4.04,1.13,3987
6137,3,9,1,62.4,59.0,6.68,6.62,4.15,1.13,3987
6138,3,8,1,62.2,59.0,6.67,6.61,4.13,1.13,3987
6139,4,7,0,62.1,56.0,6.45,6.4,3.99,1.02,3987
6140,4,7,2,62.8,56.0,6.19,6.27,3.91,0.93,3988
6141,3,7,3,62.1,58.0,6.16,6.2,3.84,0.9,3989
6142,1,7,3,63.1,60.0,6.08,6.12,3.85,0.9,3989
6143,2,7,3,62.6,58.0,6.14,6.22,3.87,0.9,3989
6144,2,7,3,62.1,57.0,6.16,6.23,3.85,0.9,3989
6145,1,7,3,61.9,58.0,6.14,6.18,3.81,0.9,3989
6146,2,3,1,59.5,58.0,6.28,6.33,3.75,0.9,3989
6147,3,3,1,60.0,60.0,6.47,6.43,3.87,0.96,3989
6148,3,4,1,60.0,59.0,6.64,6.59,3.97,1.06,3989
6149,1,5,1,63.6,59.0,6.4,6.36,4.06,1.05,3989
6150,4,4,5,62.3,53.7,5.67,5.72,3.55,0.7,3990
6151,4,4,1,62.1,55.0,6.27,6.29,3.9,0.93,3990
6152,4,3,1,62.7,57.0,6.1,6.15,3.84,0.9,3990
6153,4,3,1,62.5,55.0,6.2,6.24,3.89,0.93,3990
6154,4,3,2,61.3,56.0,6.04,6.06,3.71,0.83,3990
6155,1,6,3,62.0,63.0,6.06,6.13,3.78,0.9,3990
6156,0,7,1,64.4,58.0,6.82,6.71,4.36,1.25,3990
6157,4,5,6,61.8,54.0,5.8,5.78,3.58,0.73,3990
6158,4,6,2,62.6,56.0,6.27,6.3,3.81,0.91,3991
6159,2,9,1,62.8,54.0,6.35,6.43,4.01,1.0,3991
6160,2,7,1,64.1,54.0,6.3,6.33,4.05,1.0,3991
6161,2,5,2,63.7,58.0,6.08,6.11,3.88,0.91,3991
6162,0,4,1,56.8,66.0,6.63,6.58,3.75,1.01,3991
6163,1,7,1,63.2,60.0,6.27,6.33,3.98,1.0,3991
6164,1,7,1,59.0,61.0,6.42,6.46,3.8,1.0,3991
6165,0,5,2,66.8,60.0,6.21,6.13,4.12,1.01,3991
6166,4,8,4,62.8,57.0,6.42,6.38,4.02,1.01,3991
6167,3,7,2,61.8,60.0,6.37,6.31,3.92,1.0,3991
6168,3,5,1,62.7,58.0,6.53,6.49,4.08,1.08,3992
6169,2,8,3,59.3,59.0,6.27,6.3,3.73,0.9,3992
6170,0,5,3,58.9,67.0,6.18,6.17,3.64,0.9,3992
6171,3,5,2,62.8,59.0,6.16,6.13,3.86,0.9,3992
6172,2,5,2,59.6,63.0,6.24,6.17,3.7,0.9,3992
6173,1,5,2,63.9,59.0,6.09,6.06,3.88,0.9,3992
6174,2,5,2,63.4,62.0,6.05,6.0,3.82,0.9,3992
6175,4,5,2,62.4,56.0,6.22,6.18,3.87,0.9,3992
6176,3,5,2,61.6,60.0,6.19,6.14,3.8,0.9,3992
6177,2,5,5,63.1,56.0,5.99,5.9,3.75,0.81,3992
6178,1,5,2,63.9,58.0,6.08,6.03,3.87,0.9,3992
6179,1,5,2,63.7,58.0,6.1,6.17,3.91,0.91,3993
6180,2,4,6,63.5,58.0,5.78,5.72,3.65,0.74,3993
6181,3,5,1,61.9,58.0,6.35,6.31,3.92,0.97,3993
6182,3,5,1,59.9,59.0,6.45,6.38,3.84,0.97,3993
6183,2,8,3,61.5,58.0,6.2,6.23,3.82,0.91,3994
6184,4,7,1,59.3,59.0,6.42,6.46,3.82,0.95,3994
6185,1,5,2,64.4,60.0,6.05,6.1,3.91,0.91,3994
6186,2,7,1,62.6,60.0,6.43,6.47,4.04,1.06,3996
6187,4,7,3,61.3,56.0,5.91,5.94,3.63,0.77,3996
6188,3,5,1,58.0,60.0,6.7,6.64,3.87,1.02,3996
6189,2,4,3,63.6,56.0,5.97,6.01,3.81,0.85,3997
6190,4,9,1,61.4,56.0,6.44,6.47,3.97,1.01,3997
6191,4,3,1,60.3,56.0,6.32,6.35,3.82,0.92,3997
6192,2,3,2,61.1,63.0,6.21,6.17,3.78,0.9,3997
6193,2,3,2,62.4,63.0,6.18,6.15,3.85,0.9,3997
6194,2,3,2,62.5,63.0,6.14,6.11,3.83,0.9,3997
6195,3,3,2,62.8,59.0,6.1,6.06,3.82,0.9,3997
6196,2,3,2,63.2,62.0,6.13,6.06,3.85,0.9,3997
6197,4,8,1,62.2,57.0,6.5,6.46,4.03,1.03,3997
6198,2,8,1,63.7,57.0,6.32,6.36,4.04,1.01,3998
6199,2,9,2,62.8,57.0,6.37,6.41,4.01,1.01,3998
6200,2,7,2,59.2,60.0,6.3,6.41,3.76,0.91,3998
6201,3,7,1,62.4,59.0,6.42,6.37,3.99,1.02,3998
6202,1,8,2,64.2,53.0,6.3,6.26,4.03,1.02,3998
6203,3,6,1,59.0,62.0,6.52,6.47,3.83,1.0,3998
6204,3,7,1,61.5,58.0,6.88,6.78,4.2,1.19,3998
6205,2,7,1,63.5,60.0,6.33,6.24,3.99,1.02,3998
6206,3,6,1,62.2,57.0,6.29,6.25,3.9,1.0,3998
6207,1,7,1,63.7,55.0,6.32,6.37,4.04,1.01,3999
6208,3,7,1,59.4,59.0,6.53,6.56,3.89,1.01,3999
6209,4,8,2,60.6,57.0,6.51,6.56,3.96,1.01,3999
6210,4,4,4,61.2,56.0,5.72,5.75,3.51,0.7,4000
6211,2,8,2,58.4,60.0,6.68,6.78,3.93,1.07,4001
6212,4,6,2,61.6,57.0,6.17,6.24,3.82,0.9,4001
6213,4,7,1,62.1,55.0,6.17,6.2,3.84,0.9,4001
6214,1,6,1,63.7,60.0,6.35,6.28,4.02,1.03,4001
6215,2,6,5,62.5,56.0,5.95,5.98,3.73,0.8,4002
6216,2,9,2,60.3,57.0,6.44,6.49,3.9,0.99,4002
6217,2,3,4,59.3,55.0,5.86,5.83,3.47,0.7,4003
6218,2,4,2,62.7,57.0,6.08,6.13,3.83,0.89,4003
6219,4,6,2,62.9,57.0,6.37,6.3,3.98,1.01,4004
6220,2,5,1,60.7,57.0,6.42,6.46,3.91,1.01,4004
6221,1,5,1,63.1,58.0,6.34,6.38,4.01,1.01,4004
6222,1,4,1,60.5,61.0,6.31,6.38,3.84,1.0,4004
6223,2,4,1,58.8,62.0,6.5,6.53,3.83,1.0,4004
6224,2,4,1,59.5,63.0,6.41,6.47,3.83,1.0,4004
6225,2,4,1,59.1,61.0,6.39,6.44,3.79,1.0,4004
6226,2,7,1,58.3,61.0,6.57,6.63,3.85,1.02,4004
6227,2,7,1,63.5,58.0,6.34,6.38,4.04,1.02,4004
6228,2,5,2,63.3,55.0,6.05,6.08,3.84,0.9,4004
6229,1,5,2,58.8,60.0,6.22,6.26,3.67,0.9,4004
6230,0,6,2,64.2,59.0,6.31,6.28,4.04,1.01,4004
6231,1,3,1,64.0,59.0,6.34,6.28,4.04,1.01,4004
6232,3,7,1,59.5,57.0,6.81,6.74,4.03,1.1,4004
6233,3,7,1,62.8,55.0,6.68,6.57,4.16,1.1,4004
6234,2,4,5,62.8,57.0,5.74,5.78,3.62,0.75,4005
6235,1,5,2,62.6,58.0,6.1,6.14,3.83,0.9,4006
6236,4,7,3,62.6,57.0,6.19,6.15,3.86,0.9,4007
6237,4,3,4,62.0,58.0,5.77,5.84,3.6,0.75,4007
6238,4,7,7,61.2,56.0,5.76,5.86,3.54,0.71,4007
6239,3,8,1,58.4,58.0,6.7,6.65,3.9,1.06,4007
6240,3,3,1,62.9,56.0,6.19,6.09,3.86,0.9,4007
6241,4,3,1,62.4,56.0,6.24,6.16,3.87,0.9,4007
6242,3,5,1,61.8,59.0,6.41,6.31,3.93,1.01,4008
6243,2,8,3,59.9,58.0,6.35,6.27,3.78,0.91,4008
6244,4,9,1,62.1,54.0,6.47,6.51,4.03,1.03,4008
6245,4,6,2,60.8,58.0,6.2,6.29,3.8,0.9,4008
6246,4,6,2,61.9,59.0,6.16,6.19,3.82,0.9,4008
6247,4,6,2,61.6,58.0,6.16,6.21,3.81,0.9,4008
6248,1,6,2,62.5,62.0,6.04,6.09,3.79,0.9,4008
6249,2,5,2,63.0,61.0,6.09,6.14,3.85,0.9,4009
6250,4,5,2,61.8,55.0,6.01,6.06,3.73,0.83,4009
6251,2,4,1,61.7,59.0,6.52,6.58,4.04,1.05,4010
6252,1,6,1,63.6,62.0,6.65,6.55,4.2,1.17,4010
6253,3,5,2,58.8,60.0,6.49,6.37,3.78,0.93,4010
6254,3,5,2,62.5,58.0,6.22,6.19,3.88,0.93,4010
6255,2,4,1,62.1,58.0,6.18,6.22,3.85,0.92,4011
6256,3,4,1,61.7,59.0,6.18,6.27,3.84,0.92,4011
6257,4,4,1,62.2,56.0,6.2,6.24,3.87,0.92,4011
6258,4,4,1,62.1,57.0,6.2,6.26,3.87,0.92,4011
6259,4,4,1,62.1,53.0,6.22,6.25,3.87,0.92,4011
6260,4,8,5,61.9,55.0,6.21,6.23,3.85,0.9,4011
6261,1,5,1,58.3,60.0,6.64,6.66,3.88,1.01,4011
6262,1,5,1,59.4,60.0,6.44,6.49,3.84,1.01,4011
6263,3,9,3,62.8,58.0,6.96,6.92,4.36,1.27,4011
6264,2,7,3,63.5,57.0,6.12,6.16,3.9,0.91,4012
6265,4,3,1,61.4,54.0,6.15,6.2,3.79,0.87,4012
6266,4,5,6,60.9,57.0,5.83,5.86,3.56,0.74,4013
6267,1,5,1,61.9,59.0,6.09,6.12,3.78,0.9,4013
6268,2,5,1,63.2,58.0,6.39,6.34,4.02,1.04,4013
6269,4,8,3,62.9,56.0,6.5,6.41,4.06,1.04,4013
6270,3,5,1,62.8,60.0,6.41,6.38,4.01,1.04,4013
6271,2,3,5,61.7,58.0,5.71,5.74,3.53,0.71,4014
6272,3,7,1,62.1,56.0,6.7,6.65,4.14,1.12,4014
6273,3,4,0,61.0,59.0,6.74,6.7,4.1,1.12,4014
6274,3,4,1,60.4,62.0,6.52,6.42,3.91,1.0,4014
6275,2,7,1,63.0,61.0,6.31,6.35,3.99,1.0,4015
